Building,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
B6456,0.411,0.62,0.652,0.7,0.534,0.7,0.7,0.675,0.7,0.61,0.608,0.422,0.347,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.297
B6457,0.398,0.556,0.442,0.608,0.7,0.7,0.7,0.674,0.7,0.7,0.53,0.393,0.391,0.209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.339,0.321
B6458,0.283,0.639,0.7,0.579,0.7,0.7,0.7,0.7,0.7,0.579,0.429,0.512,0.298,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.392
B6459,0.351,0.366,0.627,0.686,0.7,0.7,0.7,0.642,0.7,0.6,0.42,0.465,0.429,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.5
B6460,0.409,0.411,0.7,0.7,0.7,0.572,0.7,0.633,0.7,0.499,0.659,0.495,0.307,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.42
B6461,0.413,0.512,0.696,0.614,0.7,0.7,0.7,0.7,0.578,0.7,0.675,0.527,0.278,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.263,0.448
B6462,0.329,0.468,0.495,0.7,0.611,0.7,0.7,0.7,0.7,0.502,0.422,0.367,0.27,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.344,0.405
B6463,0.343,0.431,0.556,0.7,0.7,0.7,0.7,0.7,0.7,0.603,0.529,0.55,0.384,0.274,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.474
B6464,0.451,0.486,0.7,0.7,0.7,0.7,0.7,0.7,0.614,0.49,0.497,0.492,0.309,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.271,0.315
B6465,0.437,0.568,0.7,0.7,0.569,0.7,0.7,0.7,0.656,0.7,0.454,0.4,0.345,0.261,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.252,0.421
B6466,0.29,0.527,0.55,0.7,0.696,0.7,0.7,0.7,0.579,0.7,0.697,0.52,0.296,0.305,0.217,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.269,0.405
B6467,0.358,0.459,0.462,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.677,0.486,0.416,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.267,0.473
B6468,0.489,0.563,0.7,0.7,0.586,0.7,0.7,0.7,0.7,0.7,0.5,0.55,0.388,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.31,0.31
B6469,0.299,0.498,0.56,0.648,0.7,0.681,0.7,0.7,0.665,0.7,0.621,0.513,0.349,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.306,0.338
B6470,0.494,0.396,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.596,0.398,0.309,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.278,0.316
B6471,0.348,0.347,0.7,0.581,0.656,0.7,0.7,0.7,0.596,0.532,0.7,0.451,0.373,0.302,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.307,0.525
B6472,0.281,0.442,0.59,0.59,0.7,0.7,0.7,0.552,0.692,0.7,0.642,0.486,0.295,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.295,0.45
B6473,0.42,0.596,0.692,0.565,0.7,0.663,0.7,0.7,0.7,0.633,0.699,0.442,0.467,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.268,0.46
B6474,0.305,0.352,0.63,0.7,0.7,0.7,0.698,0.7,0.7,0.657,0.581,0.491,0.396,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.331,0.343
B6475,0.532,0.343,0.631,0.541,0.575,0.7,0.7,0.675,0.7,0.7,0.569,0.429,0.396,0.302,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.242,0.519
B6476,0.396,0.538,0.66,0.528,0.7,0.677,0.7,0.589,0.7,0.636,0.581,0.436,0.264,0.224,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.327,0.367
B6477,0.504,0.625,0.7,0.7,0.674,0.7,0.652,0.596,0.604,0.461,0.461,0.397,0.433,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.441
B6478,0.433,0.572,0.7,0.7,0.589,0.7,0.651,0.657,0.7,0.7,0.525,0.39,0.288,0.304,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.231,0.235,0.284
B6479,0.481,0.589,0.602,0.641,0.7,0.7,0.65,0.7,0.7,0.7,0.493,0.336,0.322,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.338,0.404
B6480,0.436,0.59,0.654,0.7,0.662,0.618,0.7,0.7,0.651,0.7,0.484,0.539,0.32,0.2,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.353,0.315
B6481,0.389,0.497,0.683,0.643,0.676,0.7,0.686,0.7,0.7,0.7,0.7,0.429,0.421,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238,0.319,0.297
B6482,0.342,0.649,0.7,0.617,0.7,0.7,0.7,0.7,0.7,0.7,0.611,0.46,0.326,0.338,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.244,0.346
B6483,0.533,0.52,0.649,0.611,0.7,0.7,0.7,0.655,0.608,0.527,0.7,0.354,0.307,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.357,0.448
B6484,0.318,0.364,0.505,0.602,0.7,0.7,0.7,0.7,0.7,0.554,0.652,0.491,0.417,0.334,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.426
B6485,0.4,0.46,0.555,0.652,0.672,0.611,0.7,0.619,0.599,0.7,0.52,0.353,0.333,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.278,0.338
B6486,0.47,0.559,0.674,0.689,0.7,0.669,0.66,0.7,0.548,0.7,0.64,0.521,0.328,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.309,0.451
B6487,0.5,0.613,0.56,0.674,0.7,0.7,0.696,0.7,0.622,0.639,0.598,0.462,0.457,0.217,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.391
B6488,0.376,0.556,0.7,0.586,0.7,0.7,0.7,0.7,0.573,0.599,0.596,0.318,0.361,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.288,0.436
B6489,0.415,0.619,0.64,0.7,0.693,0.7,0.7,0.643,0.603,0.692,0.542,0.347,0.423,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26,0.334
B6490,0.436,0.591,0.652,0.519,0.687,0.7,0.7,0.7,0.687,0.614,0.644,0.452,0.314,0.225,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.363,0.343
B6491,0.421,0.481,0.442,0.7,0.7,0.7,0.7,0.7,0.577,0.7,0.582,0.5,0.287,0.302,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.313
B6492,0.328,0.433,0.65,0.563,0.631,0.7,0.7,0.7,0.572,0.487,0.421,0.427,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.269,0.318,0.346
B6493,0.393,0.485,0.543,0.57,0.608,0.654,0.7,0.7,0.678,0.693,0.593,0.564,0.308,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.252,0.339,0.388
B6494,0.413,0.454,0.435,0.635,0.659,0.7,0.697,0.613,0.7,0.488,0.596,0.41,0.412,0.23,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.302,0.375
B6495,0.531,0.591,0.684,0.7,0.7,0.7,0.605,0.7,0.7,0.7,0.578,0.39,0.244,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.325,0.457
B6496,0.379,0.471,0.7,0.552,0.575,0.664,0.7,0.7,0.69,0.7,0.671,0.343,0.438,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.255,0.239,0.446
B6497,0.406,0.366,0.618,0.7,0.602,0.7,0.7,0.567,0.638,0.7,0.507,0.46,0.366,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.309,0.469
B6498,0.417,0.417,0.675,0.7,0.678,0.7,0.7,0.7,0.691,0.7,0.651,0.466,0.409,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.282,0.384
B6499,0.277,0.631,0.597,0.645,0.7,0.7,0.7,0.7,0.7,0.7,0.447,0.537,0.4,0.311,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.35,0.325
B6500,0.433,0.498,0.46,0.535,0.653,0.7,0.617,0.637,0.7,0.679,0.612,0.47,0.371,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.292,0.506
B6501,0.449,0.58,0.604,0.7,0.595,0.7,0.7,0.671,0.7,0.7,0.668,0.595,0.269,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.323,0.44
B6502,0.467,0.49,0.427,0.7,0.611,0.7,0.7,0.7,0.643,0.626,0.645,0.547,0.421,0.254,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.328,0.459
B6503,0.359,0.412,0.562,0.639,0.7,0.7,0.7,0.7,0.7,0.7,0.588,0.473,0.301,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.364,0.339
B6504,0.487,0.634,0.685,0.585,0.553,0.7,0.7,0.7,0.7,0.514,0.521,0.486,0.319,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233,0.305,0.34
B6505,0.475,0.55,0.627,0.567,0.544,0.7,0.7,0.7,0.7,0.7,0.546,0.44,0.441,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.319,0.416
B6506,0.453,0.508,0.486,0.484,0.62,0.7,0.625,0.7,0.7,0.695,0.486,0.436,0.221,0.296,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.311,0.429
B6507,0.413,0.546,0.602,0.7,0.642,0.7,0.7,0.7,0.7,0.605,0.7,0.506,0.393,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.322,0.527
B6508,0.39,0.664,0.7,0.549,0.7,0.683,0.7,0.7,0.526,0.7,0.488,0.447,0.325,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.313,0.326
B6509,0.475,0.546,0.58,0.7,0.7,0.7,0.7,0.7,0.65,0.487,0.505,0.371,0.321,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.264,0.276
B6510,0.441,0.499,0.576,0.487,0.677,0.654,0.7,0.7,0.7,0.507,0.569,0.41,0.462,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34,0.424
B6511,0.515,0.479,0.515,0.531,0.603,0.7,0.7,0.7,0.7,0.555,0.627,0.566,0.303,0.33,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.306,0.449
B6512,0.449,0.557,0.669,0.7,0.638,0.7,0.7,0.7,0.576,0.633,0.412,0.487,0.361,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.213,0.269,0.318
B6513,0.371,0.476,0.666,0.508,0.671,0.7,0.7,0.661,0.636,0.581,0.529,0.36,0.394,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.255,0.362,0.44
B6514,0.45,0.575,0.7,0.7,0.656,0.7,0.627,0.7,0.68,0.627,0.689,0.344,0.394,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.368
B6515,0.359,0.62,0.508,0.7,0.7,0.7,0.7,0.626,0.7,0.7,0.498,0.543,0.336,0.274,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.314,0.413
B6516,0.433,0.573,0.558,0.7,0.61,0.646,0.605,0.7,0.602,0.487,0.61,0.548,0.367,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233,0.323
B6517,0.36,0.458,0.7,0.7,0.7,0.7,0.7,0.664,0.7,0.7,0.547,0.557,0.409,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.305,0.314
B6518,0.362,0.551,0.654,0.651,0.63,0.7,0.7,0.654,0.7,0.559,0.604,0.479,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.303,0.414
B6519,0.345,0.458,0.567,0.7,0.7,0.7,0.7,0.7,0.578,0.51,0.544,0.393,0.277,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.243,0.261,0.371
B6520,0.444,0.526,0.51,0.514,0.7,0.7,0.7,0.7,0.7,0.616,0.413,0.431,0.433,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.333,0.421
B6521,0.355,0.589,0.489,0.606,0.7,0.7,0.7,0.7,0.677,0.7,0.448,0.466,0.45,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.327,0.419
B6522,0.375,0.587,0.672,0.686,0.7,0.7,0.7,0.652,0.499,0.694,0.467,0.317,0.428,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.375
B6523,0.471,0.428,0.7,0.7,0.7,0.638,0.7,0.7,0.7,0.583,0.551,0.441,0.324,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275,0.396
B6524,0.416,0.483,0.66,0.7,0.7,0.577,0.688,0.678,0.604,0.595,0.455,0.453,0.376,0.296,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.339,0.491
B6525,0.277,0.652,0.685,0.55,0.7,0.642,0.7,0.7,0.7,0.7,0.434,0.369,0.327,0.246,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.338,0.401
B6526,0.487,0.596,0.564,0.7,0.7,0.7,0.7,0.697,0.638,0.7,0.467,0.412,0.265,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.284,0.355
B6527,0.437,0.432,0.633,0.592,0.7,0.7,0.7,0.7,0.7,0.655,0.465,0.416,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.324,0.38
B6528,0.45,0.455,0.57,0.7,0.7,0.7,0.7,0.637,0.552,0.608,0.7,0.367,0.388,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.262,0.254,0.489
B6529,0.381,0.448,0.7,0.603,0.7,0.7,0.605,0.7,0.563,0.691,0.494,0.366,0.392,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.353,0.365
B6530,0.343,0.518,0.69,0.7,0.652,0.7,0.7,0.68,0.7,0.584,0.566,0.337,0.256,0.313,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.236,0.321
B6531,0.357,0.452,0.7,0.578,0.652,0.7,0.7,0.7,0.589,0.499,0.602,0.315,0.376,0.283,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.25,0.358
B6532,0.402,0.598,0.684,0.63,0.592,0.7,0.637,0.7,0.7,0.592,0.648,0.465,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.377,0.32
B6533,0.381,0.358,0.504,0.613,0.593,0.7,0.616,0.7,0.7,0.658,0.445,0.391,0.448,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.45
B6534,0.405,0.481,0.7,0.512,0.7,0.651,0.589,0.7,0.574,0.543,0.66,0.485,0.419,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.344,0.453
B6535,0.463,0.495,0.7,0.683,0.7,0.608,0.7,0.7,0.527,0.5,0.503,0.372,0.288,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.301,0.35
B6536,0.416,0.546,0.7,0.582,0.615,0.7,0.7,0.58,0.598,0.7,0.528,0.439,0.415,0.292,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.327,0.286
B6537,0.392,0.432,0.7,0.594,0.7,0.7,0.7,0.667,0.5,0.629,0.571,0.545,0.31,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.368,0.316
B6538,0.46,0.35,0.699,0.623,0.657,0.7,0.7,0.7,0.7,0.581,0.448,0.399,0.397,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.372,0.368
B6539,0.347,0.439,0.7,0.57,0.645,0.7,0.7,0.7,0.664,0.7,0.419,0.564,0.366,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.305,0.445
B6540,0.343,0.543,0.7,0.67,0.7,0.626,0.7,0.7,0.7,0.7,0.607,0.457,0.294,0.255,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.244,0.406
B6541,0.437,0.608,0.685,0.7,0.562,0.7,0.649,0.7,0.594,0.537,0.423,0.336,0.347,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.267,0.457
B6542,0.384,0.602,0.61,0.554,0.7,0.66,0.68,0.7,0.67,0.57,0.432,0.588,0.325,0.278,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.316
B6543,0.483,0.411,0.525,0.544,0.7,0.7,0.7,0.679,0.7,0.623,0.639,0.318,0.424,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.276,0.443
B6544,0.335,0.468,0.49,0.636,0.571,0.7,0.7,0.7,0.7,0.633,0.583,0.523,0.359,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233,0.282,0.36
B6545,0.49,0.468,0.7,0.677,0.689,0.7,0.7,0.552,0.564,0.495,0.562,0.345,0.273,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.22,0.358
B6546,0.405,0.583,0.626,0.7,0.7,0.7,0.7,0.7,0.689,0.565,0.638,0.344,0.375,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.293,0.264
B6547,0.472,0.617,0.7,0.7,0.7,0.643,0.7,0.7,0.7,0.7,0.523,0.527,0.443,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.327,0.423
B6548,0.507,0.58,0.7,0.614,0.632,0.7,0.7,0.657,0.7,0.7,0.503,0.414,0.288,0.265,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.319,0.411
B6549,0.344,0.455,0.507,0.692,0.681,0.7,0.637,0.7,0.597,0.7,0.582,0.426,0.39,0.209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.337,0.493
B6550,0.477,0.424,0.7,0.55,0.7,0.7,0.7,0.7,0.616,0.563,0.629,0.552,0.397,0.279,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.291,0.428
B6551,0.536,0.522,0.529,0.7,0.581,0.658,0.7,0.7,0.645,0.7,0.433,0.515,0.31,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.287,0.401
B6552,0.357,0.502,0.615,0.696,0.7,0.63,0.672,0.7,0.7,0.7,0.535,0.543,0.323,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.318,0.447
B6553,0.498,0.544,0.7,0.638,0.698,0.64,0.694,0.689,0.7,0.498,0.545,0.435,0.359,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.404
B6554,0.472,0.431,0.476,0.7,0.7,0.7,0.7,0.7,0.7,0.502,0.549,0.46,0.375,0.205,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.247,0.294,0.406
B6555,0.36,0.437,0.691,0.7,0.563,0.64,0.602,0.599,0.634,0.682,0.478,0.372,0.463,0.295,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.351
B6556,0.364,0.466,0.616,0.7,0.7,0.7,0.7,0.657,0.7,0.564,0.481,0.419,0.291,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.263,0.354,0.443
B6557,0.433,0.575,0.62,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.456,0.427,0.35,0.304,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.389,0.38
B6558,0.465,0.495,0.603,0.659,0.595,0.633,0.7,0.667,0.615,0.543,0.651,0.492,0.272,0.218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.312,0.429
B6559,0.269,0.381,0.7,0.682,0.61,0.7,0.7,0.625,0.7,0.663,0.412,0.497,0.239,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.293,0.508
B6560,0.417,0.466,0.623,0.7,0.7,0.7,0.7,0.602,0.7,0.584,0.623,0.353,0.405,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.292,0.432
B6561,0.436,0.594,0.542,0.7,0.7,0.7,0.7,0.539,0.7,0.522,0.455,0.351,0.267,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.251,0.273
B6562,0.354,0.376,0.674,0.7,0.7,0.674,0.7,0.697,0.7,0.7,0.462,0.48,0.418,0.209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.367,0.507
B6563,0.531,0.393,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.525,0.313,0.341,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.327,0.289
B6564,0.389,0.607,0.614,0.609,0.7,0.7,0.7,0.545,0.7,0.612,0.663,0.512,0.309,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.288,0.4
B6565,0.343,0.617,0.7,0.672,0.7,0.7,0.7,0.7,0.651,0.689,0.557,0.53,0.382,0.239,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.23,0.493
B6566,0.323,0.417,0.551,0.677,0.7,0.64,0.62,0.7,0.7,0.659,0.638,0.358,0.301,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.302,0.385
B6567,0.456,0.508,0.7,0.58,0.7,0.559,0.7,0.7,0.7,0.634,0.426,0.431,0.385,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.259,0.371
B6568,0.315,0.44,0.7,0.7,0.7,0.7,0.7,0.595,0.7,0.556,0.478,0.427,0.318,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.367,0.347
B6569,0.37,0.41,0.508,0.7,0.606,0.7,0.697,0.7,0.7,0.515,0.549,0.416,0.343,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.348,0.488
B6570,0.473,0.569,0.492,0.7,0.7,0.7,0.7,0.7,0.7,0.629,0.406,0.456,0.311,0.226,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.332,0.388
B6571,0.471,0.622,0.601,0.689,0.689,0.7,0.7,0.652,0.7,0.686,0.588,0.391,0.324,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.313,0.349
B6572,0.322,0.352,0.616,0.7,0.68,0.7,0.7,0.613,0.7,0.7,0.615,0.305,0.234,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233,0.24,0.492
B6573,0.448,0.564,0.7,0.536,0.562,0.594,0.7,0.7,0.7,0.7,0.495,0.575,0.427,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.267,0.458
B6574,0.296,0.423,0.445,0.543,0.7,0.693,0.7,0.674,0.675,0.7,0.556,0.511,0.22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.31,0.458
B6575,0.327,0.453,0.679,0.598,0.7,0.7,0.611,0.7,0.557,0.68,0.412,0.455,0.304,0.332,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.339,0.288
B6576,0.384,0.373,0.619,0.7,0.7,0.7,0.7,0.7,0.602,0.68,0.557,0.549,0.431,0.335,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.369,0.525
B6577,0.275,0.606,0.7,0.578,0.7,0.7,0.7,0.7,0.667,0.7,0.663,0.525,0.336,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.291,0.431
B6578,0.506,0.497,0.505,0.693,0.7,0.631,0.7,0.7,0.7,0.631,0.7,0.451,0.359,0.205,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.305,0.521
B6579,0.468,0.369,0.653,0.555,0.624,0.7,0.7,0.7,0.7,0.7,0.537,0.503,0.29,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.2,0.392
B6580,0.434,0.52,0.601,0.562,0.6,0.655,0.7,0.7,0.684,0.7,0.55,0.371,0.282,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.288,0.456
B6581,0.442,0.431,0.7,0.7,0.7,0.7,0.615,0.7,0.7,0.602,0.622,0.608,0.364,0.223,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.339,0.46
B6582,0.421,0.663,0.671,0.645,0.7,0.7,0.7,0.649,0.7,0.673,0.658,0.546,0.334,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.366,0.388
B6583,0.532,0.347,0.513,0.7,0.7,0.7,0.605,0.7,0.7,0.544,0.532,0.441,0.473,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.296,0.295
B6584,0.448,0.531,0.603,0.7,0.7,0.607,0.655,0.7,0.7,0.7,0.677,0.395,0.376,0.261,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.324,0.512
B6585,0.412,0.603,0.565,0.612,0.7,0.7,0.7,0.7,0.7,0.658,0.588,0.46,0.328,0.261,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.302,0.403
B6586,0.352,0.57,0.55,0.7,0.686,0.7,0.7,0.7,0.7,0.597,0.529,0.36,0.362,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.286,0.435
B6587,0.373,0.39,0.7,0.55,0.545,0.618,0.7,0.623,0.655,0.663,0.465,0.556,0.308,0.276,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.345,0.355
B6588,0.425,0.36,0.58,0.606,0.63,0.7,0.674,0.619,0.7,0.7,0.622,0.385,0.282,0.302,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.356,0.476
B6589,0.491,0.583,0.532,0.623,0.686,0.7,0.678,0.574,0.7,0.7,0.583,0.401,0.362,0.312,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.318,0.441
B6590,0.483,0.385,0.624,0.7,0.693,0.7,0.7,0.692,0.7,0.7,0.418,0.465,0.358,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.369,0.29
B6591,0.402,0.407,0.6,0.7,0.661,0.7,0.7,0.7,0.7,0.591,0.67,0.359,0.364,0.254,0.224,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.37,0.42
B6592,0.304,0.477,0.522,0.7,0.7,0.7,0.7,0.7,0.7,0.675,0.585,0.399,0.406,0.336,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.267,0.255
B6593,0.384,0.543,0.518,0.7,0.7,0.7,0.7,0.7,0.7,0.596,0.487,0.548,0.299,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.326,0.368
